study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	col_tax_id	col_scientific_name	reference_alignment
PRJEB2870	ERP001198	SAMEA1710087	ERS195405	ERX231423	ERR256889	Staphylococcus aureus	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256889/ERR256889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256889/ERR256889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256889/ERR256889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256889/ERR256889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#17.bam	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#17.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1710091	ERS195406	ERX231424	ERR256890	Staphylococcus aureus	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256890/ERR256890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256890/ERR256890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256890/ERR256890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256890/ERR256890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#18.bam	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#18.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1710093	ERS195407	ERX231425	ERR256891	Staphylococcus aureus	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256891/ERR256891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256891/ERR256891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256891/ERR256891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256891/ERR256891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#19.bam	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#19.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1710111	ERS195408	ERX231426	ERR256892	Staphylococcus aureus	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256892/ERR256892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256892/ERR256892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256892/ERR256892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256892/ERR256892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#20.bam	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#20.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1710110	ERS195409	ERX231427	ERR256893	Staphylococcus aureus	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256893/ERR256893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256893/ERR256893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256893/ERR256893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR256/ERR256893/ERR256893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#21.bam	ftp.sra.ebi.ac.uk/vol1/ERA205/ERA205843/bam/9266_1#21.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466463	ERS092854	ERX276083	ERR302742	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302742/ERR302742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302742/ERR302742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302742/ERR302742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302742/ERR302742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#1.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#1.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466469	ERS092855	ERX276084	ERR302743	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302743/ERR302743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302743/ERR302743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302743/ERR302743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302743/ERR302743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#2.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#2.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466478	ERS092856	ERX276085	ERR302744	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302744/ERR302744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302744/ERR302744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302744/ERR302744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302744/ERR302744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#3.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#3.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466487	ERS092857	ERX276086	ERR302745	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302745/ERR302745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302745/ERR302745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302745/ERR302745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302745/ERR302745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#4.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#4.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466484	ERS092858	ERX276087	ERR302746	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302746/ERR302746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302746/ERR302746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302746/ERR302746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302746/ERR302746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#5.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#5.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466496	ERS092859	ERX276088	ERR302747	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302747/ERR302747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302747/ERR302747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302747/ERR302747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302747/ERR302747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#6.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#6.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466506	ERS092860	ERX276089	ERR302748	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302748/ERR302748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302748/ERR302748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302748/ERR302748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302748/ERR302748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#7.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#7.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466530	ERS092861	ERX276090	ERR302749	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302749/ERR302749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302749/ERR302749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302749/ERR302749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302749/ERR302749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#8.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#8.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466521	ERS092862	ERX276091	ERR302750	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302750/ERR302750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302750/ERR302750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302750/ERR302750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302750/ERR302750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#9.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#9.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466524	ERS092863	ERX276092	ERR302751	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302751/ERR302751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302751/ERR302751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302751/ERR302751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302751/ERR302751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#10.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#10.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466542	ERS092864	ERX276093	ERR302752	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302752/ERR302752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302752/ERR302752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302752/ERR302752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302752/ERR302752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#11.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#11.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466537	ERS092865	ERX276094	ERR302753	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302753/ERR302753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302753/ERR302753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302753/ERR302753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302753/ERR302753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#12.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#12.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466456	ERS092866	ERX276095	ERR302754	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302754/ERR302754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302754/ERR302754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302754/ERR302754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302754/ERR302754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#13.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#13.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466460	ERS092867	ERX276096	ERR302755	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302755/ERR302755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302755/ERR302755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302755/ERR302755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302755/ERR302755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#14.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#14.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466451	ERS092868	ERX276097	ERR302756	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302756/ERR302756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302756/ERR302756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302756/ERR302756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302756/ERR302756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#15.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#15.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466448	ERS092869	ERX276098	ERR302757	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302757/ERR302757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302757/ERR302757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302757/ERR302757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302757/ERR302757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#16.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#16.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466472	ERS092870	ERX276099	ERR302758	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302758/ERR302758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302758/ERR302758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302758/ERR302758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302758/ERR302758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#17.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#17.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466471	ERS092871	ERX276100	ERR302759	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302759/ERR302759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302759/ERR302759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302759/ERR302759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302759/ERR302759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#18.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#18.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466465	ERS092872	ERX276101	ERR302760	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302760/ERR302760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302760/ERR302760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302760/ERR302760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302760/ERR302760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#19.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#19.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466512	ERS092873	ERX276102	ERR302761	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302761/ERR302761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302761/ERR302761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302761/ERR302761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302761/ERR302761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#20.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#20.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466515	ERS092874	ERX276103	ERR302762	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302762/ERR302762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302762/ERR302762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302762/ERR302762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302762/ERR302762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#21.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#21.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466507	ERS092875	ERX276104	ERR302763	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302763/ERR302763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302763/ERR302763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302763/ERR302763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302763/ERR302763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#22.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#22.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466504	ERS092876	ERX276105	ERR302764	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302764/ERR302764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302764/ERR302764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302764/ERR302764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302764/ERR302764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#23.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#23.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466489	ERS092877	ERX276106	ERR302765	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302765/ERR302765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302765/ERR302765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302765/ERR302765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302765/ERR302765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#24.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#24.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466540	ERS092878	ERX276107	ERR302766	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302766/ERR302766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302766/ERR302766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302766/ERR302766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302766/ERR302766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#25.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#25.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466535	ERS092879	ERX276108	ERR302767	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302767/ERR302767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302767/ERR302767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302767/ERR302767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302767/ERR302767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#26.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#26.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466513	ERS092880	ERX276109	ERR302768	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302768/ERR302768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302768/ERR302768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302768/ERR302768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302768/ERR302768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#27.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#27.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466470	ERS092881	ERX276110	ERR302769	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302769/ERR302769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302769/ERR302769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302769/ERR302769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302769/ERR302769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#28.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#28.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466464	ERS092882	ERX276111	ERR302770	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302770/ERR302770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302770/ERR302770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302770/ERR302770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302770/ERR302770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#29.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#29.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466482	ERS092883	ERX276112	ERR302771	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302771/ERR302771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302771/ERR302771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302771/ERR302771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302771/ERR302771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#30.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#30.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1466473	ERS092884	ERX276113	ERR302772	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302772/ERR302772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302772/ERR302772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302772/ERR302772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR302/ERR302772/ERR302772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#31.bam	ftp.sra.ebi.ac.uk/vol1/ERA229/ERA229170/bam/7907_4#31.bam	6302616	Staphylococcus aureus	N
